성별,나이,직업,이용 횟수,호선,지불방법
여성,50대,자영업,90,7호선,신용카드
남성,50대,자영업,66,9호선,신용카드
여성,20대,회사원,17,6호선,현금
여성,50대,자영업,95,6호선,현금
여성,60대 이상,학생,2,5호선,교통카드
여성,20대,자영업,79,6호선,신용카드
남성,60대 이상,회사원,78,4호선,신용카드
여성,60대 이상,자영업,76,1호선,신용카드
여성,20대,학생,19,7호선,현금
여성,60대 이상,학생,46,1호선,현금
여성,50대,회사원,16,6호선,현금
남성,10대,학생,12,9호선,신용카드
여성,30대,회사원,51,8호선,현금
여성,60대 이상,기타,48,2호선,신용카드
여성,50대,자영업,1,7호선,현금
남성,30대,자영업,99,1호선,현금
남성,40대,자영업,91,2호선,신용카드
남성,30대,회사원,89,2호선,현금
남성,20대,학생,82,9호선,교통카드
남성,30대,회사원,23,7호선,현금
남성,60대 이상,학생,54,3호선,현금
남성,50대,자영업,73,2호선,신용카드
여성,40대,자영업,20,2호선,교통카드
여성,30대,기타,57,2호선,교통카드
남성,20대,자영업,99,5호선,신용카드
남성,50대,무직,98,8호선,현금
남성,20대,학생,56,7호선,현금
남성,20대,무직,11,4호선,신용카드
남성,10대,학생,97,8호선,신용카드
남성,10대,학생,79,4호선,신용카드
여성,40대,학생,92,9호선,교통카드
남성,60대 이상,기타,57,4호선,신용카드
여성,50대,무직,58,7호선,교통카드
남성,10대,회사원,18,3호선,현금
남성,40대,회사원,36,4호선,현금
여성,30대,자영업,85,6호선,신용카드
남성,20대,학생,22,3호선,교통카드
남성,10대,학생,80,7호선,현금
남성,40대,회사원,75,5호선,교통카드
여성,30대,회사원,86,5호선,신용카드
여성,20대,자영업,57,6호선,신용카드
여성,30대,기타,59,1호선,신용카드
여성,10대,기타,69,3호선,교통카드
여성,40대,학생,77,6호선,교통카드
여성,20대,회사원,56,8호선,현금
여성,30대,회사원,84,1호선,신용카드
여성,10대,회사원,52,5호선,교통카드
여성,20대,학생,51,5호선,신용카드
남성,50대,회사원,86,6호선,교통카드
여성,50대,무직,64,6호선,교통카드
남성,20대,무직,40,5호선,신용카드
여성,60대 이상,기타,27,2호선,교통카드
남성,40대,무직,66,7호선,교통카드
여성,30대,기타,71,8호선,신용카드
남성,20대,기타,47,6호선,교통카드
여성,40대,회사원,96,4호선,현금
여성,40대,무직,87,6호선,교통카드
여성,40대,기타,15,8호선,신용카드
남성,20대,학생,37,2호선,교통카드
남성,30대,회사원,54,1호선,현금
여성,40대,학생,4,5호선,현금
남성,10대,기타,94,1호선,현금
남성,40대,자영업,59,9호선,신용카드
여성,10대,무직,75,9호선,현금
여성,10대,무직,20,8호선,신용카드
남성,40대,자영업,53,7호선,교통카드
남성,60대 이상,기타,69,6호선,신용카드
남성,40대,무직,44,2호선,교통카드
남성,10대,기타,49,7호선,현금
남성,50대,자영업,46,2호선,신용카드
남성,40대,무직,25,2호선,현금
여성,20대,무직,77,9호선,교통카드
여성,40대,자영업,32,9호선,신용카드
남성,40대,학생,89,7호선,교통카드
여성,10대,회사원,49,9호선,현금
남성,60대 이상,학생,43,5호선,현금
남성,40대,회사원,57,1호선,교통카드
여성,50대,회사원,25,8호선,신용카드
여성,40대,회사원,95,8호선,신용카드
여성,60대 이상,기타,49,7호선,현금
남성,20대,학생,65,5호선,현금
여성,50대,학생,29,7호선,현금
여성,40대,무직,41,8호선,현금
남성,30대,기타,53,9호선,교통카드
남성,10대,자영업,84,5호선,교통카드
남성,40대,기타,17,1호선,신용카드
남성,20대,학생,76,2호선,현금
여성,10대,기타,37,5호선,신용카드
여성,40대,자영업,13,4호선,신용카드
여성,20대,기타,35,7호선,신용카드
남성,50대,무직,87,8호선,현금
여성,10대,기타,3,6호선,현금
남성,20대,무직,39,1호선,현금
남성,10대,기타,69,4호선,신용카드
여성,60대 이상,무직,96,3호선,현금
남성,10대,기타,5,4호선,교통카드
남성,20대,자영업,93,6호선,신용카드
남성,60대 이상,회사원,77,2호선,신용카드
남성,40대,학생,34,6호선,현금
여성,60대 이상,회사원,85,9호선,신용카드
남성,20대,회사원,76,3호선,현금
남성,10대,학생,21,9호선,교통카드
남성,60대 이상,무직,51,6호선,교통카드
여성,30대,기타,3,8호선,교통카드
여성,40대,무직,72,4호선,현금
남성,30대,학생,26,7호선,현금
여성,30대,무직,39,1호선,신용카드
여성,50대,기타,6,3호선,신용카드
여성,50대,회사원,51,5호선,현금
남성,50대,무직,13,5호선,교통카드
남성,10대,자영업,64,5호선,교통카드
남성,60대 이상,자영업,47,9호선,신용카드
남성,40대,회사원,46,6호선,신용카드
남성,40대,회사원,3,9호선,신용카드
남성,50대,회사원,90,4호선,현금
여성,30대,자영업,35,4호선,교통카드
남성,10대,기타,8,4호선,현금
남성,10대,회사원,34,8호선,현금
여성,30대,기타,96,3호선,현금
여성,40대,학생,99,1호선,현금
여성,60대 이상,회사원,29,1호선,교통카드
남성,30대,자영업,74,1호선,현금
여성,20대,무직,83,3호선,현금
남성,10대,학생,22,6호선,신용카드
여성,10대,자영업,67,9호선,신용카드
남성,10대,학생,6,6호선,신용카드
여성,60대 이상,학생,13,6호선,교통카드
남성,40대,무직,44,9호선,현금
남성,40대,기타,72,2호선,신용카드
여성,60대 이상,회사원,81,4호선,신용카드
여성,20대,회사원,65,5호선,교통카드
여성,40대,자영업,11,9호선,현금
남성,60대 이상,무직,64,3호선,신용카드
여성,30대,자영업,30,8호선,현금
남성,50대,기타,19,5호선,교통카드
남성,10대,학생,10,7호선,신용카드
여성,30대,무직,44,3호선,교통카드
남성,50대,기타,17,9호선,현금
남성,40대,자영업,45,8호선,교통카드
남성,50대,자영업,66,5호선,교통카드
남성,40대,학생,60,3호선,현금
여성,50대,학생,36,7호선,교통카드
여성,30대,회사원,26,2호선,신용카드
여성,30대,자영업,30,3호선,현금
남성,60대 이상,회사원,72,9호선,교통카드
여성,60대 이상,학생,47,4호선,신용카드
남성,60대 이상,자영업,34,3호선,현금
여성,10대,무직,54,5호선,현금
남성,10대,회사원,69,6호선,현금
여성,40대,기타,47,6호선,신용카드
여성,10대,회사원,93,4호선,교통카드
남성,20대,학생,52,5호선,교통카드
여성,60대 이상,학생,79,9호선,신용카드
남성,60대 이상,회사원,31,8호선,현금
남성,60대 이상,회사원,53,4호선,현금
남성,30대,학생,91,6호선,교통카드
남성,60대 이상,학생,27,9호선,교통카드
남성,30대,무직,95,9호선,현금
여성,40대,무직,96,1호선,교통카드
여성,10대,회사원,90,7호선,교통카드
남성,50대,기타,44,3호선,교통카드
여성,10대,회사원,77,8호선,신용카드
여성,20대,학생,29,8호선,현금
여성,50대,회사원,67,7호선,신용카드
남성,30대,학생,59,5호선,신용카드
여성,60대 이상,기타,8,4호선,교통카드
남성,40대,기타,35,4호선,신용카드
남성,30대,회사원,74,7호선,현금
여성,30대,학생,62,7호선,교통카드
남성,60대 이상,회사원,81,4호선,신용카드
여성,20대,학생,2,6호선,신용카드
남성,20대,기타,87,1호선,신용카드
여성,50대,기타,83,9호선,교통카드
여성,40대,기타,85,4호선,신용카드
여성,20대,무직,20,6호선,현금
남성,10대,학생,22,6호선,현금
여성,40대,기타,22,6호선,신용카드
여성,10대,회사원,83,1호선,신용카드
남성,60대 이상,학생,93,8호선,현금
남성,60대 이상,회사원,87,9호선,신용카드
여성,40대,학생,11,3호선,현금
여성,10대,기타,31,1호선,교통카드
여성,10대,회사원,81,7호선,신용카드
여성,10대,학생,59,2호선,교통카드
여성,60대 이상,무직,23,7호선,신용카드
남성,60대 이상,학생,84,8호선,교통카드
남성,20대,기타,4,2호선,교통카드
남성,20대,학생,15,8호선,교통카드
남성,10대,학생,29,2호선,현금
남성,30대,기타,20,8호선,신용카드
남성,30대,자영업,93,8호선,교통카드
여성,30대,기타,82,3호선,교통카드
여성,40대,회사원,78,4호선,신용카드
여성,10대,자영업,7,1호선,현금
여성,10대,자영업,73,1호선,현금
여성,30대,학생,14,3호선,현금
여성,30대,무직,32,5호선,현금
남성,60대 이상,기타,70,6호선,교통카드
여성,50대,회사원,40,8호선,현금
여성,60대 이상,학생,56,4호선,교통카드
여성,60대 이상,무직,15,3호선,교통카드
여성,10대,자영업,98,5호선,교통카드
남성,10대,자영업,98,8호선,현금
남성,60대 이상,회사원,46,6호선,현금
남성,20대,회사원,99,3호선,현금
여성,10대,자영업,62,7호선,신용카드
남성,50대,기타,37,4호선,현금
남성,20대,무직,63,9호선,신용카드
남성,30대,기타,94,6호선,신용카드
여성,20대,자영업,1,3호선,현금
남성,30대,학생,70,4호선,현금
남성,50대,기타,42,8호선,신용카드
여성,10대,학생,46,5호선,신용카드
여성,10대,자영업,9,8호선,신용카드
여성,50대,자영업,56,5호선,교통카드
남성,30대,기타,43,7호선,교통카드
여성,30대,무직,55,3호선,신용카드
여성,10대,무직,10,6호선,신용카드
여성,10대,학생,59,1호선,교통카드
남성,50대,기타,47,3호선,교통카드
남성,60대 이상,기타,71,4호선,신용카드
여성,20대,자영업,87,2호선,신용카드
여성,40대,회사원,67,3호선,교통카드
여성,10대,무직,68,2호선,교통카드
여성,20대,무직,63,9호선,신용카드
남성,60대 이상,무직,80,7호선,현금
남성,50대,회사원,86,9호선,교통카드
남성,50대,무직,64,1호선,교통카드
여성,50대,기타,7,1호선,신용카드
남성,60대 이상,기타,3,1호선,현금
여성,30대,무직,10,8호선,교통카드
여성,50대,회사원,26,4호선,교통카드
여성,20대,무직,77,3호선,교통카드
남성,20대,무직,22,9호선,신용카드
여성,10대,기타,21,7호선,신용카드
여성,40대,학생,92,6호선,신용카드
남성,40대,무직,33,3호선,신용카드
남성,10대,자영업,59,2호선,현금
남성,10대,학생,66,8호선,교통카드
여성,20대,학생,67,5호선,신용카드
남성,10대,자영업,35,8호선,신용카드
남성,30대,회사원,42,9호선,현금
여성,50대,학생,24,1호선,교통카드
남성,60대 이상,회사원,35,4호선,현금
여성,10대,기타,96,5호선,현금
남성,40대,자영업,16,5호선,현금
남성,50대,자영업,4,2호선,현금
남성,20대,무직,90,6호선,교통카드
남성,10대,학생,6,5호선,교통카드
여성,60대 이상,회사원,59,6호선,현금
남성,40대,기타,2,4호선,교통카드
남성,50대,회사원,88,2호선,현금
여성,50대,자영업,42,5호선,교통카드
여성,60대 이상,학생,97,8호선,교통카드
여성,50대,회사원,31,9호선,교통카드
여성,40대,학생,10,5호선,교통카드
여성,60대 이상,자영업,22,7호선,신용카드
남성,60대 이상,회사원,3,7호선,신용카드
여성,10대,기타,51,2호선,현금
여성,20대,회사원,36,7호선,신용카드
여성,60대 이상,자영업,91,6호선,신용카드
남성,40대,기타,23,2호선,현금
여성,50대,회사원,26,6호선,현금
남성,20대,자영업,78,8호선,현금
남성,50대,학생,15,5호선,현금
여성,30대,회사원,69,7호선,신용카드
여성,20대,학생,49,2호선,교통카드
남성,60대 이상,자영업,20,9호선,신용카드
여성,60대 이상,학생,44,4호선,교통카드
여성,60대 이상,기타,14,3호선,신용카드
여성,30대,자영업,54,6호선,현금
여성,40대,회사원,96,5호선,현금
남성,50대,무직,14,1호선,현금
남성,40대,학생,100,2호선,현금
남성,40대,자영업,67,4호선,신용카드
여성,10대,무직,28,2호선,현금
여성,10대,기타,2,9호선,현금
여성,50대,무직,90,4호선,신용카드
남성,30대,학생,4,3호선,교통카드
여성,20대,기타,23,6호선,현금
남성,30대,무직,20,5호선,교통카드
여성,40대,회사원,57,1호선,교통카드
남성,60대 이상,회사원,42,9호선,신용카드
여성,50대,회사원,44,7호선,신용카드
여성,20대,회사원,56,1호선,신용카드
여성,40대,기타,27,4호선,신용카드
남성,40대,자영업,76,4호선,현금
남성,60대 이상,자영업,17,5호선,현금
여성,40대,기타,31,6호선,신용카드
남성,30대,무직,30,4호선,신용카드
남성,30대,회사원,71,9호선,현금
여성,30대,자영업,10,7호선,현금
남성,30대,무직,4,7호선,현금
남성,20대,자영업,93,6호선,신용카드
여성,30대,기타,89,3호선,현금
여성,30대,기타,100,4호선,신용카드
여성,10대,기타,68,7호선,현금
남성,20대,기타,29,1호선,현금
남성,60대 이상,무직,3,6호선,신용카드
남성,10대,학생,91,1호선,교통카드
남성,40대,학생,89,5호선,신용카드
여성,20대,자영업,42,6호선,현금
남성,40대,무직,83,7호선,교통카드
여성,30대,학생,3,1호선,교통카드
여성,60대 이상,무직,84,6호선,현금
여성,20대,무직,68,2호선,현금
여성,10대,무직,45,5호선,신용카드
여성,50대,무직,10,2호선,신용카드
남성,40대,자영업,12,1호선,신용카드
남성,50대,학생,26,3호선,교통카드
남성,10대,무직,53,3호선,신용카드
여성,60대 이상,학생,10,9호선,교통카드
남성,40대,기타,86,2호선,신용카드
여성,10대,무직,8,4호선,교통카드
남성,30대,기타,5,2호선,현금
여성,50대,무직,90,4호선,신용카드
남성,60대 이상,기타,26,5호선,교통카드
남성,30대,기타,17,7호선,신용카드
여성,30대,무직,8,3호선,교통카드
여성,20대,기타,16,1호선,현금
남성,50대,자영업,45,2호선,신용카드
여성,30대,회사원,51,7호선,신용카드
여성,40대,기타,37,4호선,교통카드
여성,60대 이상,무직,14,9호선,현금
남성,10대,학생,11,2호선,현금
여성,30대,학생,22,9호선,신용카드
남성,10대,자영업,22,4호선,현금
