gender,SeniorCitizen,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,MonthlyCharges,Churn
Female,0,No,17,Yes,No,No internet service,19.4,0
Male,0,No,30,Yes,Yes,Yes,100.4,0
Male,0,Yes,22,Yes,No,Yes,57.95,0
Female,0,No,9,Yes,No,No,59.5,0
Male,0,Yes,1,Yes,No,No internet service,19.2,0
Female,0,No,21,Yes,Yes,No,86.5,1
Male,0,No,19,Yes,Yes,No,59.55,0
Female,0,Yes,69,Yes,Yes,No,103.95,1
Male,1,No,1,No,No phone service,No,25.1,1
Female,0,No,72,Yes,Yes,Yes,103.95,0
Male,0,Yes,70,Yes,Yes,Yes,68.95,0
Female,0,No,66,Yes,Yes,Yes,103.1,0
Female,0,Yes,7,No,No phone service,No,24.7,0
Female,1,Yes,46,Yes,Yes,Yes,110.2,0
Male,0,No,39,No,No phone service,Yes,48.95,1
Female,0,Yes,32,Yes,Yes,No,62.45,0
Male,0,No,24,Yes,No,No,89.55,0
Male,0,Yes,6,Yes,No,No,83.55,1
Female,0,No,37,Yes,Yes,Yes,78.9,0
Male,0,Yes,8,Yes,No,No internet service,20.35,0
Female,0,Yes,72,Yes,Yes,Yes,71.45,0
Male,1,No,71,No,No phone service,Yes,46.35,0
Female,0,No,16,Yes,No,No,94.65,0
Female,0,No,57,No,No phone service,Yes,49.9,0
Male,0,No,66,Yes,Yes,No internet service,25.45,0
Female,1,No,17,Yes,No,No,89.15,1
Female,0,Yes,21,Yes,No,No internet service,20.75,0
Male,0,No,66,Yes,Yes,Yes,66.1,0
Female,0,No,17,Yes,Yes,No,75.4,0
Male,0,Yes,1,Yes,No,No,70.45,1
Male,0,No,58,Yes,No,Yes,60.3,1
Female,0,Yes,8,Yes,No,No internet service,21.05,0
Male,0,No,27,Yes,No,Yes,69.35,0
Male,0,No,34,Yes,Yes,No,88.85,0
Male,0,No,30,Yes,No,No,97.0,0
Male,0,No,33,Yes,No,No,66.4,0
Male,0,Yes,1,No,No phone service,No,24.75,1
Male,0,Yes,14,Yes,Yes,Yes,69.2,0
Female,0,Yes,16,Yes,Yes,No,79.5,0
Female,0,No,49,Yes,No,No,100.65,0
Male,0,Yes,19,Yes,Yes,No,103.3,1
Female,0,Yes,70,Yes,Yes,Yes,79.7,0
Female,0,Yes,32,Yes,No,Yes,61.4,0
Female,0,No,18,Yes,No,No,69.8,0
Male,0,No,37,No,No phone service,Yes,40.55,0
Female,0,No,4,Yes,Yes,No,75.65,0
Female,0,No,16,Yes,Yes,Yes,90.7,0
Male,0,No,17,Yes,Yes,No,80.5,0
Female,0,Yes,19,Yes,No,Yes,60.6,0
Male,0,No,60,Yes,Yes,No,101.15,0
Male,0,Yes,51,Yes,Yes,No internet service,24.95,0
Male,0,Yes,28,Yes,No,No internet service,20.3,0
Male,0,No,43,Yes,No,No,60.0,0
Male,0,No,42,Yes,No,No internet service,20.25,0
Male,0,No,3,Yes,No,No,78.5,1
Female,0,No,1,Yes,No,No,44.75,0
Female,0,No,3,Yes,No,No internet service,19.85,1
Female,0,No,63,Yes,Yes,Yes,98.0,0
Male,1,No,3,Yes,No,No,79.9,1
Male,0,No,68,Yes,Yes,Yes,107.7,0
Female,1,No,30,Yes,Yes,No,99.7,1
Female,0,No,60,Yes,Yes,No,104.7,0
Male,0,No,15,Yes,Yes,No,58.6,1
Male,1,No,45,Yes,Yes,No,93.9,0
Female,0,No,70,Yes,No,Yes,86.45,0
Male,0,No,10,Yes,Yes,No,98.5,1
Male,0,No,4,Yes,No,No internet service,19.4,0
Female,0,No,1,Yes,No,No,50.45,1
Female,0,No,68,Yes,Yes,No internet service,24.95,0
Male,0,Yes,22,Yes,No,Yes,75.0,0
Male,0,Yes,38,Yes,Yes,No,94.65,1
Female,0,No,1,Yes,Yes,No,100.25,1
Male,0,No,18,Yes,No,No,78.2,0
Male,0,No,29,Yes,No,No,94.2,0
Female,0,No,16,Yes,Yes,No,88.45,1
Male,0,No,1,Yes,No,No,69.85,1
Male,0,No,12,Yes,No,Yes,81.7,1
Male,0,No,31,No,No phone service,No,50.05,0
Male,0,No,4,Yes,No,No,79.9,1
Female,0,No,48,Yes,Yes,No,69.55,0
Female,0,No,15,Yes,Yes,No internet service,25.4,1
Male,0,No,50,Yes,No,Yes,90.1,0
Male,0,No,7,Yes,No,No,44.65,0
Male,1,No,41,Yes,Yes,Yes,83.75,1
Male,0,Yes,68,Yes,No,Yes,80.35,0
Female,1,No,26,Yes,Yes,No,98.1,0
Male,0,No,57,No,No phone service,No,53.35,0
Female,0,No,3,Yes,No,No internet service,19.55,0
Female,0,No,1,Yes,No,No internet service,20.9,1
Male,0,Yes,19,Yes,No,Yes,48.95,0
Female,0,No,3,Yes,No,No,54.2,0
Female,0,No,59,Yes,Yes,No internet service,24.45,0
Female,0,No,1,Yes,No,No,69.4,1
Male,0,No,42,No,No phone service,Yes,40.15,0
Female,0,No,7,Yes,Yes,No,74.9,1
Male,0,No,67,Yes,Yes,No internet service,25.6,0
Male,0,No,1,Yes,No,No,70.35,0
Male,0,No,66,Yes,Yes,Yes,91.7,0
Female,0,No,61,Yes,Yes,No,89.2,0
Male,0,Yes,4,Yes,Yes,No internet service,24.1,0
Female,1,No,42,Yes,No,Yes,74.15,1
Female,0,Yes,64,Yes,Yes,No,53.85,0
Female,1,No,54,Yes,Yes,Yes,115.6,0
Male,0,No,1,Yes,No,No internet service,19.75,0
Male,0,Yes,54,Yes,Yes,No internet service,24.05,0
Female,0,Yes,18,Yes,Yes,No internet service,25.3,0
Male,0,No,3,Yes,No,No,84.3,0
Female,0,No,1,Yes,No,No,70.1,1
Female,0,Yes,72,Yes,Yes,Yes,89.75,0
Male,1,No,60,Yes,No,No,97.95,0
Female,0,Yes,11,Yes,No,No internet service,20.0,0
Female,0,Yes,12,Yes,Yes,Yes,78.3,1
Male,0,Yes,61,Yes,No,No,103.9,0
Female,0,No,39,Yes,No,No internet service,20.7,0
Male,0,No,55,Yes,Yes,No,96.8,1
Female,0,No,17,Yes,Yes,Yes,94.4,1
Male,0,No,37,Yes,No,No internet service,20.15,0
Female,0,No,72,Yes,Yes,No internet service,26.0,0
Male,1,No,72,Yes,Yes,No,77.35,0
Female,0,No,8,Yes,No,Yes,66.05,0
Female,0,Yes,22,Yes,No,No internet service,19.9,0
Female,0,No,1,Yes,No,No,84.3,1
Female,0,No,38,Yes,Yes,No,68.15,0
Male,0,Yes,17,Yes,No,No,80.85,0
Female,1,No,70,Yes,Yes,No,75.5,0
Female,1,Yes,72,Yes,Yes,Yes,92.45,1
Female,0,No,28,Yes,No,No,80.6,0
Female,0,No,15,Yes,No,No,83.2,0
Male,0,Yes,72,Yes,Yes,Yes,87.55,0
Female,1,No,11,Yes,Yes,No,99.55,1
Male,1,No,8,Yes,Yes,No,81.25,1
Female,0,No,57,Yes,Yes,No,109.4,0
Male,0,Yes,1,Yes,No,No internet service,19.95,1
Female,0,No,46,No,No phone service,Yes,45.55,0
Male,0,No,30,Yes,No,No internet service,20.7,0
Male,1,No,10,Yes,No,Yes,75.3,0
Male,0,No,23,Yes,Yes,Yes,99.25,1
Male,0,No,32,Yes,No,Yes,93.4,0
Male,0,No,13,Yes,No,Yes,73.75,0
Female,0,No,39,Yes,No,No,80.45,1
Female,0,No,44,Yes,No,No,88.15,0
Male,1,No,9,Yes,No,No,49.2,0
Female,0,No,67,Yes,No,No internet service,19.65,0
Male,0,Yes,9,Yes,Yes,No,79.35,1
Female,0,No,15,Yes,Yes,No,79.75,1
Female,0,No,71,Yes,Yes,No,105.15,0
Male,0,No,1,Yes,No,No,49.0,0
Female,0,Yes,30,Yes,Yes,No,100.05,1
Male,0,No,1,Yes,No,No,69.35,1
Male,0,No,17,No,No phone service,No,49.8,0
Female,0,No,3,Yes,No,No,85.8,1
Male,0,Yes,67,Yes,Yes,Yes,79.7,1
Male,0,No,1,Yes,No,No internet service,20.95,0
Female,1,No,1,Yes,Yes,No,50.55,1
Female,1,No,32,Yes,Yes,No,79.3,0
Male,0,Yes,41,Yes,No,No internet service,19.5,0
Male,0,No,1,Yes,No,No,80.55,1
Female,0,No,1,Yes,No,No,44.15,0
Female,0,Yes,12,Yes,Yes,No,84.5,1
Male,0,Yes,62,Yes,Yes,Yes,105.5,0
Female,0,No,22,Yes,No,No,84.3,1
Female,0,Yes,17,Yes,Yes,No,92.7,0
Female,0,Yes,72,Yes,Yes,No internet service,26.25,0
Male,0,Yes,56,Yes,Yes,No,96.95,0
Female,0,No,9,Yes,No,No internet service,20.45,0
Male,0,No,72,Yes,Yes,Yes,115.8,0
Male,0,No,20,Yes,No,Yes,108.2,0
Male,0,Yes,19,Yes,No,No internet service,20.2,0
Male,0,No,2,Yes,No,No,67.75,1
Male,0,No,53,No,No phone service,No,54.9,0
Female,1,No,27,Yes,Yes,No,85.25,1
Male,0,No,6,Yes,No,No internet service,20.15,0
Male,0,Yes,9,Yes,Yes,No,90.35,0
Female,0,Yes,8,Yes,Yes,No,55.75,0
Female,0,Yes,71,Yes,Yes,Yes,114.6,0
Female,0,No,10,Yes,Yes,No,80.05,1
Male,0,No,1,Yes,No,No internet service,20.0,1
Female,0,No,71,No,No phone service,Yes,66.8,0
Male,0,No,68,Yes,No,No,100.3,0
Male,0,No,34,Yes,Yes,No,105.35,0
Male,0,No,26,Yes,No,No,85.2,0
Female,0,No,22,Yes,No,Yes,48.8,1
Male,0,No,7,Yes,No,No internet service,18.95,0
Female,0,No,20,Yes,No,No,69.8,0
Female,0,No,60,Yes,Yes,No,106.15,0
Male,0,Yes,72,Yes,No,No internet service,20.55,0
Female,1,No,72,Yes,Yes,No,105.75,0
Male,0,No,4,Yes,Yes,No internet service,25.25,0
Male,0,Yes,16,Yes,No,No internet service,19.75,0
Female,1,No,62,Yes,Yes,Yes,104.85,0
Female,0,No,10,Yes,No,No,60.95,0
Male,0,No,31,Yes,Yes,No,81.15,0
Female,0,No,71,Yes,No,No internet service,19.1,0
Male,0,No,58,Yes,No,No internet service,20.8,0
Male,0,Yes,70,Yes,Yes,Yes,90.15,0
Female,0,No,71,Yes,Yes,Yes,90.1,0
Male,1,No,69,Yes,Yes,Yes,74.1,0
Female,1,No,1,Yes,Yes,No,85.05,1
Female,0,Yes,72,Yes,Yes,Yes,118.75,0
Female,0,No,26,Yes,No,No,85.9,0
Female,0,No,33,Yes,Yes,No,95.0,0
Female,0,Yes,10,Yes,No,No internet service,20.15,0
Female,1,No,57,Yes,Yes,Yes,101.3,0
Female,0,No,10,Yes,No,No internet service,21.2,0
Female,0,Yes,39,Yes,Yes,No internet service,24.2,0
Female,0,No,11,Yes,No,No internet service,20.3,0
Female,0,Yes,21,Yes,No,No,102.8,1
Female,0,Yes,68,Yes,Yes,No,85.3,0
Male,0,No,18,Yes,Yes,No,89.6,0
Female,0,No,6,Yes,No,No,99.95,1
Male,0,No,18,Yes,Yes,Yes,56.25,0
Female,0,Yes,52,Yes,No,No,50.95,0
Male,0,Yes,56,Yes,Yes,Yes,115.85,0
Male,0,No,45,Yes,Yes,No,103.65,0
Female,0,No,67,Yes,Yes,No internet service,26.1,0
Male,0,No,3,No,No phone service,Yes,35.1,0
Male,1,No,65,Yes,No,No,99.1,0
Male,0,No,63,Yes,Yes,No,67.25,0
Female,0,Yes,11,Yes,Yes,No internet service,25.0,0
Male,0,Yes,1,Yes,No,No,59.55,0
Male,0,No,55,Yes,Yes,No,77.8,0
Male,0,Yes,25,Yes,Yes,No,55.1,0
Male,0,No,72,Yes,Yes,Yes,117.8,1
Female,0,No,72,Yes,Yes,No internet service,24.15,0
Female,0,Yes,65,No,No phone service,No,45.25,0
Female,1,No,54,Yes,Yes,No,79.5,1
Male,0,Yes,7,Yes,No,No internet service,20.25,0
Female,0,No,72,Yes,Yes,Yes,64.75,0
Male,0,No,21,Yes,No,No,54.6,0
Female,0,No,2,Yes,No,No internet service,20.7,0
Male,1,No,4,Yes,No,No,94.75,0
Male,0,No,3,Yes,Yes,No,79.65,1
Male,0,No,72,Yes,Yes,Yes,115.8,0
Female,0,No,6,Yes,No,Yes,49.45,0
Male,0,No,52,Yes,No,No,83.8,0
Male,1,No,69,Yes,Yes,No,95.35,0
Male,0,No,8,Yes,No,No,94.7,1
Female,1,No,8,Yes,No,No,74.05,0
Female,1,No,63,Yes,Yes,No,89.6,0
Male,0,No,60,Yes,Yes,Yes,116.6,0
Female,0,No,12,Yes,No,Yes,54.2,0
Female,0,No,13,Yes,No,No internet service,19.3,0
Male,0,No,22,Yes,Yes,Yes,65.05,0
Male,0,No,5,Yes,Yes,No,92.5,1
Female,0,Yes,1,Yes,No,No internet service,19.45,1
Female,0,Yes,72,Yes,Yes,No internet service,24.05,0
Female,0,No,2,Yes,No,No internet service,18.75,0
Female,0,Yes,40,Yes,No,No internet service,20.15,0
Male,0,Yes,44,Yes,No,No internet service,20.0,0
Male,1,No,71,Yes,No,Yes,71.0,0
Female,0,No,2,Yes,Yes,No,75.55,1
Male,1,No,26,Yes,Yes,No,93.6,0
Male,0,Yes,1,Yes,No,No,70.0,1
Female,0,No,1,No,No phone service,No,24.4,0
Male,0,Yes,65,Yes,No,Yes,74.8,1
Male,0,No,3,Yes,Yes,No,65.25,0
Male,0,No,13,Yes,No,No,50.55,0
Female,0,No,33,Yes,Yes,No,104.4,1
Female,0,No,1,Yes,No,No,70.7,0
Male,0,Yes,4,Yes,No,No,45.25,0
Male,0,No,2,Yes,No,No,70.3,0
Male,0,No,72,Yes,Yes,Yes,108.95,0
Female,0,Yes,37,Yes,Yes,No internet service,26.45,0
Female,0,No,15,Yes,No,Yes,86.2,1
Female,0,No,23,Yes,No,No internet service,19.65,0
Female,0,Yes,30,No,No phone service,No,51.2,1
Female,0,Yes,42,Yes,No,No internet service,19.05,0
Female,0,No,32,Yes,Yes,Yes,74.75,0
Female,0,Yes,22,Yes,Yes,No,75.8,0
Male,0,No,42,No,No phone service,No,25.1,0
Female,0,No,8,Yes,No,No,44.45,0
Female,0,Yes,65,Yes,Yes,Yes,104.3,0
Female,0,No,2,Yes,No,No internet service,19.5,1
Female,0,Yes,70,Yes,Yes,Yes,89.0,0
Male,0,Yes,22,Yes,No,No internet service,20.15,0
Female,1,No,4,Yes,Yes,No,74.9,1
Female,0,No,2,Yes,Yes,No,74.9,1
Female,0,Yes,67,No,No phone service,Yes,36.15,0
Female,0,No,25,Yes,No,No internet service,19.2,0
Female,0,No,20,Yes,No,No internet service,19.25,0
Female,0,Yes,2,Yes,No,Yes,61.2,0
Male,0,No,51,Yes,No,No internet service,20.45,0
Female,0,Yes,46,No,No phone service,Yes,35.05,0
Female,0,No,25,Yes,Yes,No,100.25,1
Male,0,Yes,13,Yes,No,No,44.0,0
Female,1,No,25,Yes,Yes,Yes,102.8,1
Male,0,Yes,26,Yes,No,No,50.35,0
Male,0,No,43,Yes,Yes,No,100.0,1
Male,0,Yes,19,Yes,No,No internet service,20.0,0
Male,0,No,10,Yes,No,No,99.85,1
Female,0,Yes,2,Yes,Yes,No,94.2,1
Female,0,No,72,Yes,Yes,Yes,86.4,0
Male,1,No,18,Yes,Yes,Yes,58.4,0
Male,1,No,9,Yes,Yes,No,83.85,1
Female,1,No,27,Yes,Yes,No,88.3,1
Male,0,No,24,Yes,Yes,No,94.1,0
Male,0,No,69,Yes,No,No,104.05,1
Female,0,No,46,Yes,Yes,No,108.9,0
Female,1,No,72,Yes,Yes,Yes,107.4,0
Male,0,No,22,Yes,No,No,94.7,1
Female,1,No,70,Yes,Yes,Yes,90.85,0
Female,0,No,2,Yes,No,No internet service,19.9,0
Male,0,No,31,Yes,No,No,66.4,0
Female,1,No,56,Yes,Yes,No,100.65,1
Female,0,Yes,16,Yes,No,Yes,100.7,0
Male,0,Yes,52,Yes,Yes,No internet service,25.6,0
Male,0,Yes,13,Yes,No,No internet service,19.85,0
Female,0,No,35,Yes,No,No internet service,20.75,0
Female,0,No,59,Yes,No,No,95.8,0
Male,0,No,72,Yes,No,No,94.65,0
Female,1,No,66,Yes,Yes,No,80.55,1
Female,0,No,49,Yes,Yes,Yes,106.65,0
Female,0,No,2,Yes,No,No,45.85,0
Male,1,No,21,Yes,Yes,No,104.35,0
Male,1,No,54,No,No phone service,No,55.45,0
Male,1,No,24,Yes,Yes,Yes,78.85,1
Male,0,No,1,Yes,Yes,Yes,61.15,0
Male,0,No,6,Yes,No,Yes,78.95,0
Female,0,No,1,Yes,No,No,44.45,1
Male,0,Yes,49,Yes,Yes,Yes,109.2,0
Female,0,Yes,56,Yes,No,Yes,61.3,0
Female,1,No,56,Yes,Yes,Yes,96.85,0
Female,0,Yes,6,No,No phone service,No,40.55,0
Male,0,No,32,Yes,No,No internet service,19.8,0
Male,0,Yes,50,Yes,Yes,Yes,108.25,0
Male,0,Yes,58,Yes,Yes,No,105.05,0
Female,0,Yes,65,Yes,Yes,Yes,90.45,0
Female,0,No,64,Yes,Yes,Yes,86.4,0
Female,0,No,66,Yes,Yes,Yes,66.9,0
Male,0,No,38,Yes,Yes,Yes,110.7,0
Female,0,No,20,Yes,No,No internet service,20.0,0
Male,0,No,36,Yes,Yes,No,84.9,1
Male,1,No,64,Yes,Yes,No,102.1,0
Male,0,No,1,Yes,No,No internet service,20.25,1
Female,0,No,60,Yes,No,No,70.15,0
Male,0,No,1,Yes,No,No,74.35,1
Female,0,Yes,50,Yes,Yes,Yes,80.05,0
Male,0,No,1,Yes,Yes,No,62.05,1
Female,0,No,72,No,No phone service,Yes,49.2,0
Male,0,No,60,Yes,No,No internet service,20.5,0
Male,0,No,46,No,No phone service,Yes,38.25,0
Female,0,Yes,69,No,No phone service,No,54.95,0
Male,1,No,31,Yes,Yes,No,96.6,0
Male,0,Yes,19,Yes,No,No internet service,19.9,0
Female,0,Yes,71,Yes,No,No internet service,19.9,0
Male,0,No,12,Yes,No,Yes,84.6,0
Male,0,Yes,39,Yes,No,Yes,80.0,1
Male,0,No,44,Yes,Yes,No,85.25,0
Female,0,Yes,56,Yes,Yes,Yes,81.25,0
Female,0,No,72,Yes,Yes,Yes,115.5,0
Male,0,No,5,Yes,Yes,No,104.1,1
Female,0,No,11,Yes,Yes,Yes,79.0,0
Male,1,No,24,No,No phone service,Yes,39.1,1
Female,1,No,15,Yes,No,No,94.65,0
Male,0,No,72,Yes,No,No internet service,20.8,0
Male,0,No,56,Yes,Yes,No,59.5,0
Male,1,No,64,Yes,No,No internet service,20.05,0
Female,0,No,34,Yes,Yes,No,100.45,0
Male,0,No,2,Yes,Yes,No,76.5,1
Male,0,No,35,Yes,No,No internet service,20.6,0
Male,0,No,22,Yes,No,No internet service,20.3,0
Male,0,No,5,Yes,No,No,49.2,1
Male,0,No,9,No,No phone service,Yes,39.55,0
Male,0,No,11,Yes,Yes,No internet service,23.15,1
Male,0,No,23,Yes,No,No internet service,20.45,0
Female,0,Yes,4,Yes,No,No,80.85,1
Male,0,No,68,Yes,Yes,No internet service,25.25,0
Male,0,No,33,Yes,No,No,91.25,0
Male,0,No,31,Yes,No,Yes,72.45,0
Male,0,No,1,Yes,Yes,No,60.1,1
Female,0,No,56,Yes,No,No internet service,19.7,0
Male,0,No,1,Yes,No,No,78.95,1
Male,0,Yes,66,Yes,No,Yes,75.1,0
Male,0,Yes,72,Yes,Yes,No internet service,25.0,0
Male,1,No,34,Yes,No,No,69.15,0
Female,0,Yes,58,Yes,No,No,91.55,0
Male,0,No,2,Yes,No,No,45.15,1
Male,0,No,37,No,No phone service,No,35.8,0
Female,0,No,71,Yes,Yes,Yes,113.15,0
Male,0,Yes,1,Yes,No,No internet service,19.85,0
Male,1,Yes,71,Yes,No,No internet service,19.8,0
Male,0,Yes,35,Yes,No,No internet service,19.9,0
Female,0,Yes,6,Yes,No,No internet service,19.7,0
Female,0,No,3,Yes,No,No,79.4,1
Female,0,Yes,69,Yes,No,No,59.1,0
Male,0,No,44,No,No phone service,No,53.95,1
Female,0,No,53,Yes,Yes,No,91.15,0
Female,0,No,24,Yes,No,No,99.3,1
Female,0,No,5,Yes,No,No,68.95,0
Female,0,Yes,2,Yes,No,No,51.55,0
Male,0,Yes,62,Yes,Yes,No internet service,24.4,0
Female,0,No,19,Yes,No,No,96.8,0
Male,0,No,9,Yes,No,No,70.05,0
Male,0,No,53,Yes,No,No internet service,19.5,0
Male,0,No,5,Yes,No,No,78.75,0
Female,1,Yes,71,Yes,Yes,Yes,69.2,0
Female,0,No,1,Yes,No,No internet service,19.55,0
Male,0,No,18,Yes,Yes,No,80.65,1
Male,0,No,72,Yes,Yes,No,103.65,0
Female,0,No,4,Yes,No,Yes,54.7,0
Male,0,No,59,Yes,Yes,No,54.15,0
Female,0,No,1,Yes,No,No,71.1,1
Female,1,No,31,Yes,Yes,No,84.85,0
Male,0,No,3,Yes,No,No internet service,20.0,0
Female,1,No,65,Yes,Yes,No,106.25,1
Male,0,No,49,Yes,No,No,99.25,0
Male,0,No,2,Yes,No,No internet service,19.35,0
Female,0,No,53,Yes,No,No internet service,20.8,1
Female,0,No,55,Yes,No,Yes,94.75,0
Male,0,Yes,72,Yes,Yes,Yes,114.05,0
Female,1,No,36,Yes,Yes,No,74.9,0
Female,0,Yes,10,Yes,No,No internet service,19.8,0
Male,1,No,1,Yes,Yes,No,94.0,1
Female,0,Yes,72,Yes,Yes,Yes,80.85,0
Female,0,No,28,Yes,No,No,54.65,0
Male,0,No,38,Yes,Yes,Yes,91.7,0
Female,0,No,61,Yes,Yes,Yes,118.6,0
Male,0,Yes,52,Yes,Yes,No internet service,24.55,0
Male,0,No,67,Yes,No,No internet service,19.45,0
Female,0,Yes,34,Yes,Yes,Yes,116.15,0
Female,0,No,54,Yes,No,Yes,80.6,0
Female,0,No,1,Yes,No,No internet service,20.3,0
Female,1,No,15,Yes,Yes,No,89.85,1
Female,0,No,4,Yes,No,No,46.0,1
Female,0,No,9,Yes,No,No,66.25,1
Female,0,Yes,46,Yes,No,No,99.8,0
Female,0,No,22,Yes,Yes,No,90.0,1
Male,0,No,38,Yes,No,No,70.45,1
Female,0,Yes,55,Yes,Yes,Yes,75.0,0
Female,0,No,1,Yes,No,No internet service,19.9,0
Male,1,No,64,Yes,No,Yes,80.3,0
Male,0,Yes,53,Yes,No,No internet service,19.75,1
Female,0,No,58,Yes,Yes,Yes,84.3,0
Male,0,No,56,No,No phone service,No,54.05,0
Male,0,Yes,72,Yes,No,Yes,104.9,0
Male,0,No,1,Yes,No,Yes,53.95,1
Male,1,No,72,Yes,Yes,No,97.25,0
Male,0,No,22,Yes,Yes,No,83.05,0
Female,1,No,8,Yes,Yes,No,105.5,1
Female,0,Yes,16,Yes,No,No,81.0,1
Female,0,No,39,No,No phone service,No,41.1,0
Female,0,No,12,Yes,No,No,45.0,0
Male,0,No,54,Yes,No,Yes,74.55,0
Female,0,No,18,No,No phone service,Yes,40.2,0
Male,0,No,32,Yes,No,Yes,70.5,0
Female,0,No,41,Yes,No,No internet service,19.75,0
Male,0,Yes,67,Yes,Yes,No internet service,24.65,0
Male,0,No,65,Yes,Yes,Yes,104.25,0
Female,0,No,25,Yes,Yes,Yes,78.35,0
Female,0,Yes,1,Yes,No,No,69.8,1
Female,0,No,67,Yes,Yes,No,109.7,0
Male,1,No,7,Yes,Yes,No,73.75,1
Female,1,No,43,No,No phone service,Yes,33.45,0
Female,0,No,24,Yes,No,Yes,94.6,0
Male,1,No,9,Yes,Yes,Yes,54.55,1
Male,0,Yes,69,Yes,No,No internet service,20.2,0
Female,0,Yes,37,Yes,No,No internet service,20.3,0
Male,0,Yes,20,No,No phone service,Yes,39.4,0
Male,0,No,7,Yes,No,No,69.15,0
Female,1,No,37,Yes,Yes,No,76.25,1
Female,0,No,5,Yes,Yes,No,93.9,1
Male,0,No,41,No,No phone service,No,51.35,0
Female,0,No,54,Yes,No,Yes,100.05,0
Female,1,No,3,Yes,No,No,70.4,1
Male,1,No,69,Yes,No,No internet service,20.3,0
Female,0,No,53,Yes,No,No,94.45,0
Male,0,Yes,18,No,No phone service,No,46.4,0
Male,0,No,64,Yes,No,Yes,104.05,0
Female,0,Yes,31,Yes,Yes,No,91.15,1
Female,0,No,20,No,No phone service,No,24.9,0
Male,0,Yes,57,Yes,No,Yes,59.6,0
Male,1,No,63,Yes,Yes,Yes,108.5,0
Male,0,Yes,13,No,No phone service,Yes,40.55,0
Female,1,No,48,Yes,No,No,58.95,0
Female,0,No,2,Yes,No,No,70.95,1
Male,0,Yes,57,Yes,No,No internet service,20.75,0
Male,0,No,71,Yes,Yes,No,113.15,0
Female,0,Yes,7,Yes,Yes,No,48.8,0
Female,0,No,16,Yes,Yes,No,63.05,0
Male,0,No,34,Yes,Yes,No,100.85,0
Female,0,No,37,Yes,Yes,No,99.5,1
Male,0,No,16,Yes,Yes,No,80.55,0
Male,0,Yes,48,Yes,Yes,Yes,64.4,0
Male,0,Yes,58,Yes,No,No,75.2,0
Female,0,No,72,Yes,Yes,Yes,84.9,0
Female,0,No,7,Yes,No,No internet service,19.3,0
Female,0,No,38,Yes,No,Yes,83.9,1
Female,1,No,48,Yes,Yes,Yes,117.45,1
Male,0,No,10,Yes,No,Yes,104.4,1
Female,0,No,30,Yes,No,Yes,74.65,0
Male,0,No,31,Yes,Yes,No,59.05,0
Female,1,No,46,Yes,Yes,No,69.1,0
Male,0,No,50,Yes,No,No internet service,20.55,0
Male,0,No,28,Yes,No,No,76.55,0
Female,0,No,66,No,No phone service,Yes,62.5,0
Male,1,No,8,No,No phone service,No,29.4,1
Female,0,Yes,41,Yes,No,No,94.9,0
Male,1,No,72,Yes,Yes,No,111.65,0
Female,0,No,7,Yes,No,No internet service,19.9,0
Female,0,Yes,38,Yes,No,No internet service,20.45,0
Male,0,No,44,Yes,No,Yes,106.05,0
Male,0,Yes,47,Yes,Yes,Yes,113.45,0
Male,0,Yes,53,Yes,No,No,92.55,0
Male,0,No,4,Yes,Yes,No,65.6,0
Male,1,No,20,Yes,Yes,No,84.35,0
Male,0,No,2,Yes,No,No,44.65,1
Male,1,No,57,Yes,Yes,No,71.1,0
Female,1,No,44,Yes,No,Yes,85.15,0
Male,0,No,24,Yes,No,No,49.7,0
Male,0,Yes,15,No,No phone service,Yes,30.2,0
Female,0,No,3,No,No phone service,No,25.25,1
Female,0,Yes,4,Yes,Yes,No,84.05,1
Male,1,No,37,Yes,Yes,No,85.7,1
Female,0,No,1,Yes,No,No,74.7,1
Female,0,No,24,Yes,No,Yes,56.35,0
Female,0,No,5,Yes,Yes,No,90.8,1
Female,0,No,33,Yes,Yes,No,107.55,0
Female,0,Yes,58,Yes,No,No internet service,19.85,0
Female,0,Yes,72,Yes,Yes,Yes,95.9,0
Female,0,No,71,Yes,Yes,No internet service,23.85,0
Female,1,No,28,Yes,Yes,No,106.15,1
Male,0,No,51,Yes,No,Yes,83.85,0
Female,0,No,30,Yes,No,Yes,85.35,1
Male,1,No,72,Yes,No,Yes,84.8,0
Male,1,No,36,Yes,Yes,Yes,90.85,1
Male,0,Yes,14,Yes,No,Yes,76.1,0
Female,0,Yes,72,Yes,Yes,Yes,74.55,0
Female,0,Yes,22,No,No phone service,No,39.2,0
Female,0,No,2,Yes,Yes,No,79.55,0
Female,0,No,15,Yes,No,No internet service,19.6,0
Male,0,Yes,51,Yes,No,No internet service,19.55,0
Male,0,No,70,No,No phone service,Yes,39.15,0
Female,0,Yes,71,Yes,No,No internet service,20.1,0
Female,0,Yes,39,Yes,Yes,No,99.95,0
Female,0,Yes,61,Yes,Yes,Yes,59.8,0
Female,0,No,52,Yes,No,Yes,49.75,0
Female,0,No,1,No,No phone service,No,35.75,1
Male,0,No,64,Yes,Yes,Yes,108.5,0
Male,0,No,62,Yes,No,No,60.15,0
Male,0,No,30,Yes,No,No internet service,19.05,0
Female,1,Yes,4,Yes,No,No,46.0,1
